Compound,0.02 V,0.1 V,0.5 V,1.0 V,5.0 V
control,1.65186E-6,1.37904E-6,6.8532E-6,6.38677E-5,0.0023
control,1.65281E-6,1.40273E-6,7.49476E-6,8.10546E-5,0.00238
control,1.66077E-6,1.41943E-6,7.92401E-6,9.1055E-5,0.00247
control,1.66293E-6,1.44988E-6,7.83588E-6,8.17852E-5,0.00254
control,1.6716E-6,1.46077E-6,7.74041E-6,8.0352E-5,0.00261
control,1.67677E-6,1.48178E-6,7.87478E-6,7.78484E-5,0.00266
control,1.67907E-6,1.50341E-6,8.03931E-6,7.76914E-5,0.0027
control,1.68648E-6,1.52724E-6,8.22126E-6,7.77242E-5,0.00274
control,1.69254E-6,1.55427E-6,8.40072E-6,7.77265E-5,0.00277
control,1.69779E-6,1.56604E-6,8.59109E-6,7.77939E-5,0.00278
control,1.69997E-6,1.56697E-6,8.78357E-6,7.79251E-5,0.00276
control,1.70717E-6,1.59374E-6,8.9703E-6,7.80084E-5,0.00272
control,1.7095E-6,1.62386E-6,9.15753E-6,7.81229E-5,0.00264
control,1.71649E-6,1.64715E-6,9.42329E-6,7.81857E-5,0.00256
control,1.71788E-6,1.67671E-6,9.59612E-6,7.47895E-5,0.00246
control,1.72426E-6,1.69511E-6,9.77883E-6,7.49641E-5,0.00238
control,1.72906E-6,1.71084E-6,9.61579E-6,7.50928E-5,0.00233
control,1.73716E-6,1.73524E-6,9.29027E-6,7.52096E-5,0.00228
control,1.74112E-6,1.75917E-6,1.04511E-5,7.42041E-5,0.00222
control,1.74225E-6,1.78647E-6,9.6721E-6,7.4274E-5,0.00216
control,1.74729E-6,1.79916E-6,9.34126E-6,7.44394E-5,0.00212
control,1.75672E-6,1.8142E-6,9.61009E-6,7.45594E-5,0.00208
control,1.75817E-6,1.83637E-6,9.76911E-6,7.46328E-5,0.00204
control,1.76914E-6,1.8627E-6,9.50566E-6,7.46713E-5,0.00201
control,1.77392E-6,1.88722E-6,9.67096E-6,7.46098E-5,0.00198
control,1.77432E-6,1.91308E-6,9.89706E-6,7.18263E-5,0.00196
control,1.77774E-6,1.93394E-6,1.00602E-5,7.19988E-5,0.00193
control,1.78103E-6,1.95525E-6,1.04492E-5,7.21592E-5,0.00192
control,1.78957E-6,1.98373E-6,1.02632E-5,7.22982E-5,0.00191
control,1.79094E-6,2.00684E-6,1.03861E-5,7.23766E-5,0.0019
control,1.79721E-6,2.03208E-6,1.05878E-5,7.23605E-5,0.0019
control,1.79755E-6,2.06359E-6,1.07748E-5,7.22041E-5,0.00194
control,1.80706E-6,2.07511E-6,1.09448E-5,7.19165E-5,0.00208
control,1.81047E-6,2.10099E-6,1.11049E-5,7.14673E-5,0.00216
control,1.81307E-6,2.12527E-6,1.12563E-5,7.07814E-5,0.00222
control,1.82952E-6,2.14705E-6,1.13522E-5,6.7423E-5,0.00227
control,1.82977E-6,2.17553E-6,1.14939E-5,6.65278E-5,0.0023
control,1.83218E-6,2.19845E-6,1.16341E-5,6.17809E-5,0.00244
control,1.83286E-6,2.22112E-6,1.17537E-5,6.11736E-5,0.0025
control,1.84415E-6,2.25481E-6,1.18585E-5,6.06585E-5,0.00257
control,1.84497E-6,2.27622E-6,1.19704E-5,6.03962E-5,0.00274
control,1.84745E-6,2.30491E-6,1.20649E-5,6.04067E-5,0.0029
control,1.85805E-6,2.3276E-6,1.21518E-5,6.06317E-5,0.00302
control,1.86095E-6,2.35102E-6,1.22319E-5,6.10781E-5,0.0031
control,1.86175E-6,2.3651E-6,1.23178E-5,6.16756E-5,0.00322
control,1.87072E-6,2.39105E-6,1.23951E-5,6.24451E-5,0.00329
control,1.87588E-6,2.42494E-6,1.24728E-5,6.22771E-5,0.00335
control,1.8772E-6,2.4526E-6,1.21004E-5,6.07745E-5,0.00347
control,1.87998E-6,2.47883E-6,1.2243E-5,6.21888E-5,0.0035
control,1.89029E-6,2.51128E-6,1.2355E-5,6.36652E-5,0.00355
control,1.89405E-6,2.54374E-6,1.24661E-5,6.51751E-5,0.00359
control,1.89644E-6,2.56485E-6,1.25652E-5,6.67419E-5,0.00367
control,1.90501E-6,2.59076E-6,1.26796E-5,6.83331E-5,0.00372
control,1.90846E-6,2.62334E-6,1.28013E-5,6.96955E-5,0.00377
control,1.91348E-6,2.65904E-6,1.29207E-5,7.13664E-5,0.00385
control,1.91874E-6,2.6736E-6,1.30326E-5,7.30734E-5,0.00391
control,1.91878E-6,2.69126E-6,1.31498E-5,7.4852E-5,0.00399
control,1.92709E-6,2.73107E-6,1.32657E-5,7.65769E-5,0.00406
control,1.93192E-6,2.76134E-6,1.34001E-5,7.63449E-5,0.0041
control,1.94081E-6,2.81125E-6,1.35351E-5,7.81725E-5,0.00416
control,1.94168E-6,2.82345E-6,1.36774E-5,7.98881E-5,0.0042
control,1.9444E-6,2.85604E-6,1.38179E-5,8.16321E-5,0.00424
control,1.94608E-6,2.88942E-6,1.39624E-5,8.33455E-5,0.00427
control,1.95619E-6,2.92526E-6,1.4136E-5,8.3725E-5,0.00432
control,1.9581E-6,2.95791E-6,1.43088E-5,8.48612E-5,0.00438
control,1.96211E-6,2.98671E-6,1.44792E-5,8.64354E-5,0.00445
control,1.96494E-6,3.01965E-6,1.44685E-5,8.78888E-5,0.00449
control,1.97275E-6,3.05429E-6,1.46761E-5,8.9271E-5,0.00454
control,1.9746E-6,3.09194E-6,1.48872E-5,9.06372E-5,0.00459
control,1.98136E-6,3.11763E-6,1.51132E-5,8.94207E-5,0.00468
control,1.99161E-6,3.16591E-6,1.53503E-5,9.07122E-5,0.00478
control,1.99235E-6,3.19411E-6,1.55928E-5,9.19824E-5,0.00485
control,1.99651E-6,3.23185E-6,1.58659E-5,9.32249E-5,0.00493
control,2.00169E-6,3.26997E-6,1.61542E-5,9.44547E-5,0.005
control,2.00764E-6,3.26997E-6,1.64731E-5,9.56216E-5,0.00508
control,2.01015E-6,3.26997E-6,1.68161E-5,9.68937E-5,0.00517
control,2.01816E-6,3.26997E-6,1.71973E-5,9.82475E-5,0.00526
control,2.01816E-6,3.26997E-6,1.76151E-5,9.9648E-5,0.00512
control,2.01816E-6,3.26997E-6,1.80667E-5,1.00972E-4,0.00502
control,2.01288E-6,3.26292E-6,1.83732E-5,1.01555E-4,0.00494
control,1.99956E-6,3.19662E-6,1.89622E-5,1.01355E-4,0.00486
control,1.98363E-6,3.15328E-6,1.77951E-5,9.4776E-5,0.00478
control,1.97193E-6,3.09447E-6,1.67862E-5,8.79444E-5,0.0047
control,1.96371E-6,3.04244E-6,1.5866E-5,8.20952E-5,0.00463
control,1.94946E-6,3.00653E-6,1.49997E-5,7.65743E-5,0.00456
control,1.93624E-6,2.96312E-6,1.42042E-5,7.14165E-5,0.00448
control,1.93266E-6,2.91682E-6,1.34502E-5,6.67036E-5,0.00439
control,1.92161E-6,2.87713E-6,1.27393E-5,6.24046E-5,0.00431
control,1.90774E-6,2.83398E-6,1.20784E-5,5.84667E-5,0.00425
control,1.89456E-6,2.78235E-6,1.14432E-5,5.48407E-5,0.00417
control,1.89036E-6,2.76155E-6,1.08654E-5,5.14854E-5,0.00409
control,1.88346E-6,2.71669E-6,1.02972E-5,4.83986E-5,0.00401
control,1.87588E-6,2.67769E-6,1.0052E-5,4.55571E-5,0.00394
control,1.86028E-6,2.64452E-6,9.32157E-6,4.29029E-5,0.00387
control,1.85681E-6,2.59358E-6,1.0128E-5,4.0462E-5,0.0038
control,1.84229E-6,2.56817E-6,8.27266E-6,3.81842E-5,0.00373
control,1.83221E-6,2.52923E-6,7.84476E-6,3.60703E-5,0.00366
control,1.82022E-6,2.49776E-6,7.44584E-6,3.41008E-5,0.00359
control,1.81678E-6,2.46729E-6,7.06874E-6,3.22511E-5,0.00356
control,1.81009E-6,2.42268E-6,6.71531E-6,3.05342E-5,0.00362
control,1.79856E-6,2.39228E-6,6.37666E-6,2.8925E-5,0.00355
control,1.78851E-6,2.35759E-6,6.06293E-6,2.74147E-5,0.00345
control,1.78409E-6,2.31029E-6,5.76232E-6,2.60125E-5,0.00338
control,1.77344E-6,2.29121E-6,5.47838E-6,2.46776E-5,0.00331
control,1.76522E-6,2.25397E-6,5.20722E-6,2.34417E-5,0.00324
control,1.75356E-6,2.2219E-6,4.946E-6,2.22622E-5,0.00317
control,1.74041E-6,2.18821E-6,4.69944E-6,2.11496E-5,0.00313
control,1.73318E-6,2.16027E-6,4.46457E-6,2.01026E-5,0.00304
control,1.73155E-6,2.12399E-6,4.24203E-6,1.90885E-5,0.00297
control,1.72566E-6,2.09162E-6,4.02673E-6,1.81276E-5,0.0029
control,1.71242E-6,2.06657E-6,3.83467E-6,1.721E-5,0.00284
control,1.7002E-6,2.0348E-6,3.68814E-6,1.63163E-5,0.00277
control,1.6969E-6,2.01101E-6,3.46735E-6,1.54697E-5,0.0027
control,1.68988E-6,1.97666E-6,3.29432E-6,1.46407E-5,0.00262
control,1.67634E-6,1.94667E-6,3.11617E-6,1.38327E-5,0.00255
control,1.66721E-6,1.91544E-6,2.95232E-6,1.30546E-5,0.00248
control,1.66705E-6,1.89221E-6,2.803E-6,1.2294E-5,0.0024
control,1.64723E-6,1.85244E-6,2.64893E-6,1.15601E-5,0.00232
control,1.64334E-6,1.83044E-6,2.51206E-6,1.085E-5,0.00225
control,1.63671E-6,1.80285E-6,2.3593E-6,1.01715E-5,0.00217
control,1.6274E-6,1.75864E-6,2.23167E-6,9.74505E-6,0.00209
control,1.62001E-6,1.75786E-6,2.0937E-6,1.04841E-5,0.00202
control,1.61217E-6,1.72295E-6,1.96036E-6,8.44249E-6,0.00194
control,1.60101E-6,1.68742E-6,1.83874E-6,7.83945E-6,0.00188
control,1.59815E-6,1.66051E-6,1.7083E-6,7.28624E-6,0.0018
control,1.58674E-6,1.63952E-6,1.57615E-6,6.76335E-6,0.00174
control,1.57474E-6,1.60966E-6,1.46181E-6,6.27293E-6,0.00168
control,1.57434E-6,1.58005E-6,1.33592E-6,5.80881E-6,0.00162
control,1.55919E-6,1.55409E-6,1.4897E-6,5.3654E-6,0.00156
control,1.55706E-6,1.53156E-6,1.49824E-6,4.95035E-6,0.00151
control,1.54708E-6,1.49863E-6,1.31974E-6,4.54735E-6,0.00148
control,1.53763E-6,1.47429E-6,1.15245E-6,4.15938E-6,0.00146
control,1.52841E-6,1.44947E-6,1.01755E-6,3.80865E-6,0.00143
control,1.52676E-6,1.42583E-6,3.50268E-7,3.48845E-6,0.00139
control,1.51928E-6,1.3981E-6,6.93434E-7,3.15808E-6,0.00132
control,1.50539E-6,1.34934E-6,3.7971E-7,2.82553E-6,0.00126
control,1.50537E-6,1.33074E-6,1.81619E-7,2.54144E-6,0.00121
control,1.4907E-6,1.31865E-6,2.67632E-6,2.25253E-6,0.00112
control,1.4801E-6,1.27719E-6,3.6801E-9,1.99495E-6,0.00106
control,1.48002E-6,1.27576E-6,6.70811E-9,1.75496E-6,0.001
control,1.46787E-6,1.25468E-6,-1.04081E-8,1.53079E-6,9.44665E-4
control,1.46341E-6,1.22325E-6,-1.05896E-6,1.31961E-6,8.82071E-4
control,1.45034E-6,1.19779E-6,-1.67365E-8,1.12111E-6,8.15578E-4
control,1.44508E-6,1.16934E-6,-1.01253E-7,2.38954E-6,7.52662E-4
control,1.44156E-6,1.14653E-6,-6.77721E-7,2.34239E-6,6.92964E-4
control,1.42783E-6,1.12972E-6,-8.74085E-7,1.67339E-6,6.53104E-4
control,1.42246E-6,1.08291E-6,-9.85415E-7,4.95264E-7,5.92277E-4
control,1.41388E-6,1.07759E-6,-1.03426E-6,9.12783E-7,5.34587E-4
control,1.41093E-6,1.0535E-6,-1.96602E-6,5.06611E-7,4.81467E-4
control,1.39643E-6,1.02449E-6,-1.14856E-6,2.17917E-7,4.31874E-4
control,1.39144E-6,1.00243E-6,-1.28316E-6,2.01311E-6,3.83246E-4
control,1.38415E-6,9.60415E-7,-1.42033E-6,3.78753E-7,3.48443E-4
control,1.37398E-6,9.42932E-7,-1.56068E-6,2.87116E-7,3.17859E-4
control,1.36896E-6,9.38976E-7,-1.69347E-6,3.217E-9,2.96153E-4
control,1.36794E-6,9.0131E-7,-1.82455E-6,1.92942E-8,2.75172E-4
control,1.35108E-6,8.51058E-7,-1.8871E-6,1.32559E-9,2.56736E-4
control,1.35085E-6,8.32827E-7,-2.04756E-6,-3.68467E-7,2.3473E-4
control,1.33977E-6,8.32827E-7,-2.19242E-6,-4.74117E-7,2.18979E-4
control,1.32815E-6,8.31154E-7,-2.32842E-6,-7.65552E-7,2.04033E-4
control,1.31697E-6,7.81608E-7,-2.45539E-6,-9.4805E-7,1.87547E-4
control,1.3132E-6,7.53002E-7,-2.58147E-6,-9.93672E-7,1.65203E-4
control,1.30428E-6,7.28087E-7,-2.70563E-6,-1.03846E-6,1.39104E-4
control,1.2988E-6,7.03827E-7,-2.82786E-6,-1.39754E-6,1.1088E-4
control,1.2944E-6,6.76596E-7,-2.95402E-6,-1.99612E-7,8.73856E-5
control,1.28651E-6,6.47157E-7,-3.07004E-6,-1.80614E-6,6.24433E-5
control,1.27587E-6,6.26582E-7,-3.19012E-6,-3.4218E-7,3.9249E-6
control,1.27294E-6,6.07978E-7,-3.31518E-6,-1.38436E-6,-5.56789E-5
control,1.26265E-6,6.03454E-7,-3.43893E-6,-1.09493E-6,-1.0059E-4
control,1.25242E-6,5.6559E-7,-3.5633E-6,-1.20272E-6,-1.49575E-4
control,1.25213E-6,5.44964E-7,-3.69261E-6,-1.30543E-6,-1.71976E-4
control,1.24577E-6,5.14635E-7,-3.82099E-6,-1.40264E-6,-1.29664E-4
control,1.23304E-6,4.81174E-7,-3.95217E-6,-1.50834E-6,-1.16084E-4
control,1.2216E-6,4.74168E-7,-4.08226E-6,-1.41722E-6,-1.07635E-4
control,1.22073E-6,4.2805E-7,-4.2222E-6,-1.66473E-6,-9.57586E-5
control,1.20958E-6,3.982E-7,-4.27291E-6,-1.79399E-6,-9.01294E-5
control,1.20261E-6,3.73037E-7,-4.44107E-6,-1.92314E-6,-9.45048E-5
control,1.19623E-6,3.43323E-7,-4.59388E-6,-2.03894E-6,-1.03759E-4
control,1.18563E-6,3.13457E-7,-4.74274E-6,-2.18248E-6,-1.04474E-4
control,1.17907E-6,2.95514E-7,-4.90003E-6,-2.31677E-6,-1.17982E-4
control,1.17784E-6,2.86855E-7,-5.04793E-6,-2.45541E-6,-1.40121E-4
control,1.16564E-6,2.82841E-7,-5.21526E-6,-2.61356E-6,-1.94228E-4
control,1.15816E-6,2.82841E-7,-5.40266E-6,-2.77413E-6,-2.82316E-4
control,1.14712E-6,2.53774E-7,-5.59258E-6,-2.95896E-6,-4.01236E-4
control,1.14271E-6,2.10456E-7,-5.80915E-6,-3.16427E-6,-5.0686E-4
control,1.14111E-6,1.88686E-7,-6.05046E-6,-3.38078E-6,-5.62147E-4
control,1.13244E-6,1.76298E-7,-6.31809E-6,-3.43508E-6,-5.76072E-4
control,1.11885E-6,1.76298E-7,-6.61979E-6,-3.80344E-6,-5.93618E-4
control,1.11354E-6,1.76298E-7,-6.961E-6,-4.14312E-6,-6.24839E-4
control,1.1077E-6,1.52692E-7,-7.32616E-6,-4.53724E-6,-6.61293E-4
control,1.10598E-6,1.13138E-7,-7.71042E-6,-4.9969E-6,-6.9205E-4
control,1.09714E-6,1.87115E-8,-8.10713E-6,-5.52356E-6,-7.22194E-4
control,1.08491E-6,1.00959E-8,-8.40122E-6,-6.20158E-6,-7.35321E-4
control,1.08242E-6,9.87448E-9,-8.80594E-6,-7.06119E-6,-7.83036E-4
control,1.0728E-6,6.04956E-9,-9.14879E-6,-8.20135E-6,-8.27362E-4
control,1.06787E-6,3.56446E-9,-9.54837E-6,-9.74233E-6,-8.75504E-4
control,1.05914E-6,3.56446E-9,-9.45172E-6,-1.31252E-5,-9.22354E-4
control,1.05503E-6,1.89016E-9,-9.89506E-6,-1.67058E-5,-9.63428E-4
control,1.04166E-6,1.06918E-9,-9.99196E-6,-2.33309E-5,-9.91919E-4
control,1.03176E-6,-4.83802E-9,-1.02356E-5,-3.37159E-5,-0.00102
control,1.02649E-6,-1.12854E-8,-1.12519E-5,-4.83292E-5,-0.00104
control,1.02227E-6,-1.00592E-7,-1.08713E-5,-6.57266E-5,-0.00104
control,1.01791E-6,-1.02922E-7,-1.13054E-5,-8.23504E-5,-0.00103
control,1.01562E-6,-1.92048E-7,-1.17491E-5,-8.72568E-5,-0.00101
control,1.00623E-6,-2.03263E-7,-1.22159E-5,-8.02143E-5,-9.90989E-4
control,9.9329E-7,-2.21422E-7,-1.27124E-5,-7.79695E-5,-9.7353E-4
control,9.74723E-7,-2.42101E-7,-1.32134E-5,-7.70866E-5,-9.57629E-4
control,9.74723E-7,-2.54635E-7,-1.37403E-5,-7.67571E-5,-9.47447E-4
control,9.9329E-7,-2.82886E-7,-1.42673E-5,-7.64997E-5,-9.37605E-4
control,9.74723E-7,-3.00883E-7,-1.45811E-5,-7.61828E-5,-9.30505E-4
control,9.86861E-7,-3.21271E-7,-1.5096E-5,-7.58721E-5,-9.26608E-4
control,9.86861E-7,-3.39808E-7,-1.55263E-5,-7.54986E-5,-9.22721E-4
control,9.59712E-7,-3.57628E-7,-1.58761E-5,-7.50875E-5,-9.2664E-4
control,9.41798E-7,-3.84366E-7,-1.6132E-5,-7.47361E-5,-9.27452E-4
control,9.41798E-7,-4.08343E-7,-1.62392E-5,-7.43292E-5,-9.29949E-4
control,9.30492E-7,-4.2498E-7,-1.65159E-5,-7.40106E-5,-9.4492E-4
control,9.18688E-7,-4.42919E-7,-1.67561E-5,-7.36696E-5,-9.56312E-4
control,9.10266E-7,-4.43893E-7,-1.69655E-5,-7.33609E-5,-9.73891E-4
control,9.03264E-7,-4.62503E-7,-1.71486E-5,-7.31311E-5,-9.9264E-4
control,8.94497E-7,-4.8814E-7,-1.73005E-5,-7.28536E-5,-0.00103
control,8.93953E-7,-5.07908E-7,-1.73697E-5,-7.26074E-5,-0.00113
control,8.83761E-7,-5.53835E-7,-1.73157E-5,-6.99051E-5,-0.00121
control,8.72865E-7,-5.75565E-7,-1.69606E-5,-6.98771E-5,-0.0013
control,8.69378E-7,-5.95787E-7,-1.63339E-5,-6.98755E-5,-0.0014
control,8.63687E-7,-6.23007E-7,-1.54153E-5,-6.98726E-5,-0.00157
control,8.59265E-7,-6.46432E-7,-1.50208E-5,-6.98847E-5,-0.00175
control,8.549E-7,-6.66818E-7,-1.48416E-5,-6.98751E-5,-0.0019
control,8.42167E-7,-6.90161E-7,-1.42364E-5,-6.98896E-5,-0.00203
control,8.34773E-7,-7.10773E-7,-1.42594E-5,-6.98328E-5,-0.00214
control,8.28051E-7,-7.40283E-7,-1.42683E-5,-6.96964E-5,-0.00228
control,8.19737E-7,-7.70759E-7,-1.42816E-5,-6.96169E-5,-0.00241
control,8.13746E-7,-7.97769E-7,-1.42941E-5,-6.94603E-5,-0.00255
control,8.07625E-7,-8.40259E-7,-1.43257E-5,-6.9277E-5,-0.00272
control,8.00663E-7,-8.73367E-7,-1.43691E-5,-6.82973E-5,-0.00287
control,7.9469E-7,-8.73367E-7,-1.44121E-5,-6.80289E-5,-0.00306
control,7.86963E-7,-9.08454E-7,-1.44673E-5,-6.76654E-5,-0.00324
control,7.79196E-7,-9.42622E-7,-1.45248E-5,-6.71712E-5,-0.00345
control,7.76873E-7,-9.57661E-7,-1.45819E-5,-6.65878E-5,-0.00366
control,7.72962E-7,-9.66813E-7,-1.46532E-5,-6.59189E-5,-0.00391
control,7.62422E-7,-1.01496E-6,-1.47172E-5,-6.51745E-5,-0.00422
control,7.55056E-7,-1.06057E-6,-1.47956E-5,-6.44349E-5,-0.00448
control,7.473E-7,-1.07794E-6,-1.48641E-5,-6.36866E-5,-0.00468
control,7.39853E-7,-1.11386E-6,-1.49581E-5,-6.30363E-5,-0.00489
control,7.39724E-7,-1.12734E-6,-1.50352E-5,-6.25908E-5,-0.00508
control,7.31811E-7,-1.12734E-6,-1.51314E-5,-6.22953E-5,-0.00527
control,7.27957E-7,-1.15856E-6,-1.47233E-5,-6.21689E-5,-0.0055
control,7.16051E-7,-1.15856E-6,-1.49101E-5,-6.04261E-5,-0.00571
control,7.09552E-7,-1.15856E-6,-1.50423E-5,-6.07732E-5,-0.00596
control,7.02397E-7,-1.15856E-6,-1.51611E-5,-6.12185E-5,-0.00618
control,6.98942E-7,-1.15856E-6,-1.52897E-5,-6.17629E-5,-0.00649
control,6.89156E-7,-1.19704E-6,-1.54055E-5,-6.2407E-5,-0.00674
control,6.81518E-7,-1.1992E-6,-1.55082E-5,-6.31534E-5,-0.00702
control,6.76164E-7,-1.22236E-6,-1.56424E-5,-6.40695E-5,-0.00729
control,6.68073E-7,-1.25675E-6,-1.57591E-5,-6.50387E-5,-0.0076
control,6.62756E-7,-1.27547E-6,-1.58945E-5,-6.60825E-5,-0.0079
control,6.55659E-7,-1.29956E-6,-1.60319E-5,-6.71368E-5,-0.00818
control,6.50082E-7,-1.32742E-6,-1.61628E-5,-6.81322E-5,-0.00852
control,6.43671E-7,-1.34356E-6,-1.62927E-5,-6.91663E-5,-0.00882
control,6.38124E-7,-1.37194E-6,-1.64393E-5,-7.02151E-5,-0.00918
control,6.31293E-7,-1.39614E-6,-1.65834E-5,-7.12585E-5,-0.0095
control,6.25249E-7,-1.42217E-6,-1.67194E-5,-7.23423E-5,-0.00981
control,6.21549E-7,-1.44505E-6,-1.687E-5,-7.33865E-5,-0.01
control,6.11911E-7,-1.47364E-6,-1.70306E-5,-7.44745E-5,-0.01
control,6.0411E-7,-1.48803E-6,-1.68886E-5,-7.56244E-5,-0.01
control,5.98596E-7,-1.51733E-6,-1.70981E-5,-7.50875E-5,-0.01
control,5.91817E-7,-1.54275E-6,-1.72851E-5,-7.61877E-5,-0.01
control,5.86174E-7,-1.56393E-6,-1.74747E-5,-7.72714E-5,-0.01
control,5.78839E-7,-1.58684E-6,-1.76643E-5,-7.83681E-5,-0.01
control,5.729E-7,-1.62966E-6,-1.78626E-5,-7.9474E-5,-0.01
control,5.66409E-7,-1.62989E-6,-1.80654E-5,-8.04882E-5,-0.01
control,5.58646E-7,-1.6615E-6,-1.82881E-5,-8.15715E-5,-0.01
control,5.56638E-7,-1.68559E-6,-1.85105E-5,-8.26142E-5,-0.01
control,5.49071E-7,-1.70846E-6,-1.87443E-5,-8.36862E-5,-0.01
control,5.47022E-7,-1.7333E-6,-1.89771E-5,-8.47063E-5,-0.01
control,5.41971E-7,-1.75069E-6,-1.92387E-5,-8.56559E-5,-0.01
control,5.30963E-7,-1.7802E-6,-1.95078E-5,-8.66126E-5,-0.01
control,5.26856E-7,-1.80881E-6,-1.97826E-5,-8.75898E-5,-0.01
control,5.18922E-7,-1.83013E-6,-2.00715E-5,-8.85124E-5,-0.01
control,-2.27813E-6,-3.62149E-6,-1.39692E-5,-4.04581E-4,-0.01
control,-2.2439E-6,-3.50667E-6,-1.30764E-5,-2.36265E-4,-0.01
control,-2.21093E-6,-3.42022E-6,-1.23649E-5,-1.61397E-4,-0.01
control,-2.18758E-6,-3.34758E-6,-1.17976E-5,-1.43601E-4,-0.01
control,-2.15702E-6,-3.28219E-6,-1.1315E-5,-1.35085E-4,-0.01
control,-2.13597E-6,-3.22709E-6,-1.09037E-5,-1.28143E-4,-0.01
control,-2.11115E-6,-3.16675E-6,-1.05435E-5,-1.2163E-4,-0.01
control,-2.09512E-6,-3.11798E-6,-1.04238E-5,-1.15378E-4,-0.01
control,-2.07487E-6,-3.07231E-6,-1.02869E-5,-1.09272E-4,-0.01
control,-2.05823E-6,-3.024E-6,-1.02107E-5,-1.03364E-4,-0.01
control,-2.03761E-6,-2.98391E-6,-9.39136E-6,-9.67614E-5,-0.01
control,-2.02432E-6,-2.94114E-6,-9.133E-6,-9.28245E-5,-0.01
control,-2.00368E-6,-2.90213E-6,-8.88844E-6,-8.61025E-5,-0.00999
control,-1.98586E-6,-2.85904E-6,-8.67501E-6,-8.1307E-5,-0.00978
control,-1.96911E-6,-2.82583E-6,-8.46858E-6,-7.66432E-5,-0.0096
control,-1.95701E-6,-2.77963E-6,-8.29722E-6,-7.24785E-5,-0.00941
control,-1.93689E-6,-2.74989E-6,-8.092E-6,-6.851E-5,-0.00922
control,-1.92412E-6,-2.70773E-6,-7.90727E-6,-6.47376E-5,-0.00902
control,-1.90911E-6,-2.67547E-6,-7.72878E-6,-6.12891E-5,-0.00885
control,-1.89701E-6,-2.63834E-6,-7.55809E-6,-5.7762E-5,-0.0088
control,-1.88217E-6,-2.6037E-6,-7.38568E-6,-5.48321E-5,-0.0086
control,-1.86702E-6,-2.56631E-6,-7.21771E-6,-5.20177E-5,-0.00839
control,-1.85332E-6,-2.5401E-6,-7.06357E-6,-4.93487E-5,-0.00818
control,-1.8434E-6,-2.50339E-6,-6.90256E-6,-4.68737E-5,-0.00799
control,-1.82564E-6,-2.47006E-6,-6.74336E-6,-4.45656E-5,-0.00775
control,-1.81445E-6,-2.43347E-6,-6.58758E-6,-4.2445E-5,-0.00757
control,-1.80764E-6,-2.40245E-6,-6.43572E-6,-4.04016E-5,-0.0074
control,-1.78588E-6,-2.37202E-6,-6.27809E-6,-3.84849E-5,-0.0072
control,-1.77795E-6,-2.34495E-6,-6.13616E-6,-3.6703E-5,-0.007
control,-1.76607E-6,-2.30419E-6,-5.9899E-6,-3.49899E-5,-0.00681
control,-1.7557E-6,-2.27808E-6,-5.84573E-6,-3.33847E-5,-0.00663
control,-1.73193E-6,-2.25319E-6,-5.71404E-6,-3.17672E-5,-0.00644
control,-1.72285E-6,-2.21913E-6,-5.57629E-6,-3.02073E-5,-0.00627
control,-1.71335E-6,-2.19003E-6,-5.45034E-6,-2.86561E-5,-0.00606
control,-1.70651E-6,-2.15669E-6,-5.32609E-6,-2.71757E-5,-0.00581
control,-1.69636E-6,-2.13284E-6,-5.19745E-6,-2.55582E-5,-0.00566
control,-1.69161E-6,-2.09721E-6,-5.07139E-6,-2.3888E-5,-0.00549
control,-1.68115E-6,-2.07213E-6,-4.94033E-6,-2.24902E-5,-0.0053
control,-1.66361E-6,-2.04271E-6,-4.80937E-6,-2.10609E-5,-0.00511
control,-1.65273E-6,-2.01436E-6,-4.67274E-6,-1.9638E-5,-0.00491
control,-1.64363E-6,-1.99105E-6,-4.54227E-6,-1.8191E-5,-0.00471
control,-1.63866E-6,-1.95823E-6,-4.42934E-6,-1.70878E-5,-0.00451
control,-1.62615E-6,-1.93077E-6,-4.32006E-6,-1.59229E-5,-0.00433
control,-1.61734E-6,-1.90508E-6,-4.21252E-6,-1.49554E-5,-0.00413
control,-1.60809E-6,-1.87771E-6,-4.11469E-6,-1.41245E-5,-0.00396
control,-1.60283E-6,-1.85019E-6,-4.01137E-6,-1.30451E-5,-0.00376
control,-1.58462E-6,-1.82332E-6,-3.90566E-6,-1.20318E-5,-0.00357
control,-1.57337E-6,-1.79821E-6,-3.80407E-6,-1.11849E-5,-0.00337
control,-1.56432E-6,-1.76605E-6,-3.69875E-6,-1.01375E-5,-0.00319
control,-1.55182E-6,-1.74542E-6,-3.59683E-6,-9.44355E-6,-0.003
control,-1.5456E-6,-1.71528E-6,-3.49291E-6,-8.86019E-6,-0.00283
control,-1.53312E-6,-1.69059E-6,-3.4238E-6,-7.97687E-6,-0.00265
control,-1.53061E-6,-1.66468E-6,-3.29348E-6,-7.29214E-6,-0.00247
control,-1.52186E-6,-1.64125E-6,-3.18585E-6,-6.84163E-6,-0.00229
control,-1.50798E-6,-1.61649E-6,-3.09279E-6,-6.57323E-6,-0.0021
control,-1.49896E-6,-1.59483E-6,-2.98592E-6,-6.21617E-6,-0.00193
control,-1.49024E-6,-1.56714E-6,-2.89458E-6,-6.06345E-6,-0.00176
